Date,Interest,CPI,Close,PE,"Apple Quarterly Revenue
(Millions of US $)","Apple Quarterly Net Income
(Millions of US $)",Apple Quarterly Operating Margin,Apple Quarterly EPS
2020-11-30,0.0009,260.229,119.0500031,36.29573264,64.698,12.673,0.2415,0.74
2020-12-01,0.0009,260.474,122.7200012,37.41463452,64.698,12.673,0.2415,0.74
2020-12-02,0.0009,260.474,123.0800018,37.5243908,64.698,12.673,0.2415,0.74
2020-12-03,0.0009,260.474,122.9400024,37.48170806,64.698,12.673,0.2415,0.74
2020-12-04,0.0009,260.474,122.25,37.27134146,64.698,12.673,0.2415,0.74
2020-12-07,0.0009,260.474,123.75,37.72865854,64.698,12.673,0.2415,0.74
2020-12-08,0.0009,260.474,124.3799973,37.92073087,64.698,12.673,0.2415,0.74
2020-12-09,0.0009,260.474,121.7799988,37.12804841,64.698,12.673,0.2415,0.74
2020-12-10,0.0009,260.474,123.2399979,37.57317008,64.698,12.673,0.2415,0.74
2020-12-11,0.0009,260.474,122.4100037,37.32012307,64.698,12.673,0.2415,0.74
2020-12-14,0.0009,260.474,121.7799988,37.12804841,64.698,12.673,0.2415,0.74
2020-12-15,0.0009,260.474,127.8799973,38.98780404,64.698,12.673,0.2415,0.74
2020-12-16,0.0009,260.474,127.8099976,38.96646267,64.698,12.673,0.2415,0.74
2020-12-17,0.0009,260.474,128.6999969,39.23780395,64.698,12.673,0.2415,0.74
2020-12-18,0.0009,260.474,126.6600037,38.61585478,64.698,12.673,0.2415,0.74
2020-12-21,0.0009,260.474,128.2299957,39.09451089,64.698,12.673,0.2415,0.74
2020-12-22,0.0009,260.474,131.8800049,40.20731856,64.698,12.673,0.2415,0.74
2020-12-23,0.0009,260.474,130.9600067,39.92683132,64.698,12.673,0.2415,0.74
2020-12-24,0.0009,260.474,131.9700012,40.23475647,64.698,12.673,0.2415,0.74
2020-12-28,0.0009,260.474,136.6900024,41.67378123,64.698,12.673,0.2415,0.74
2020-12-29,0.0009,260.474,134.8699951,41.11890095,64.698,12.673,0.2415,0.74
2020-12-30,0.0009,260.474,133.7200012,40.76829306,64.698,12.673,0.2415,0.74
2020-12-31,0.0009,260.474,132.6900024,35.76549931,111.439,28.755,0.2524,1.68
2021-01-04,0.0009,261.582,129.4100037,34.8814026,111.439,28.755,0.2524,1.68
2021-01-05,0.0009,261.582,131.0099945,35.31266698,111.439,28.755,0.2524,1.68
2021-01-06,0.0009,261.582,126.5999985,34.12398881,111.439,28.755,0.2524,1.68
2021-01-07,0.0009,261.582,130.9199982,35.28840921,111.439,28.755,0.2524,1.68
2021-01-08,0.0009,261.582,132.0500031,35.59299274,111.439,28.755,0.2524,1.68
2021-01-11,0.0009,261.582,128.9799957,34.7654975,111.439,28.755,0.2524,1.68
2021-01-12,0.0009,261.582,128.8000031,34.71698195,111.439,28.755,0.2524,1.68
2021-01-13,0.0009,261.582,130.8899994,35.28032329,111.439,28.755,0.2524,1.68
2021-01-14,0.0009,261.582,128.9100037,34.74663171,111.439,28.755,0.2524,1.68
2021-01-15,0.0009,261.582,127.1399994,34.26954161,111.439,28.755,0.2524,1.68
2021-01-19,0.0009,261.582,127.8300018,34.4555261,111.439,28.755,0.2524,1.68
2021-01-20,0.0009,261.582,132.0299988,35.58760075,111.439,28.755,0.2524,1.68
2021-01-21,0.0008,261.582,136.8699951,36.89218197,111.439,28.755,0.2524,1.68
2021-01-22,0.0008,261.582,139.0700073,37.48517718,111.439,28.755,0.2524,1.68
2021-01-25,0.0008,261.582,142.9199982,38.52291056,111.439,28.755,0.2524,1.68
2021-01-26,0.0008,261.582,143.1600037,38.58760207,111.439,28.755,0.2524,1.68
2021-01-27,0.0008,261.582,142.0599976,38.29110446,111.439,28.755,0.2524,1.68
2021-01-28,0.0007,261.582,137.0899963,36.95148149,111.439,28.755,0.2524,1.68
2021-01-29,0.0007,261.582,131.9600067,35.56873496,111.439,28.755,0.2524,1.68
2021-02-01,0.0008,263.014,134.1399994,36.15633407,111.439,28.755,0.2524,1.68
2021-02-02,0.0008,263.014,134.9900055,36.38544622,111.439,28.755,0.2524,1.68
2021-02-03,0.0008,263.014,133.9400024,36.10242653,111.439,28.755,0.2524,1.68
2021-02-04,0.0008,263.014,137.3899994,37.03234485,111.439,28.755,0.2524,1.68
2021-02-05,0.0008,263.014,136.7599945,36.86253221,111.439,28.755,0.2524,1.68
2021-02-08,0.0007,263.014,136.9100037,36.90296595,111.439,28.755,0.2524,1.68
2021-02-09,0.0008,263.014,136.0099945,36.66037588,111.439,28.755,0.2524,1.68
2021-02-10,0.0008,263.014,135.3899994,36.49326129,111.439,28.755,0.2524,1.68
2021-02-11,0.0008,263.014,135.1300049,36.42318191,111.439,28.755,0.2524,1.68
2021-02-12,0.0008,263.014,135.3699951,36.4878693,111.439,28.755,0.2524,1.68
2021-02-16,0.0008,263.014,133.1900024,35.9002702,111.439,28.755,0.2524,1.68
2021-02-17,0.0008,263.014,130.8399963,35.26684537,111.439,28.755,0.2524,1.68
2021-02-18,0.0007,263.014,129.7100067,34.96226596,111.439,28.755,0.2524,1.68
2021-02-19,0.0007,263.014,129.8699951,35.00538952,111.439,28.755,0.2524,1.68
2021-02-22,0.0007,263.014,126.0,33.96226415,111.439,28.755,0.2524,1.68
2021-02-23,0.0007,263.014,125.8600006,33.92452847,111.439,28.755,0.2524,1.68
2021-02-24,0.0007,263.014,125.3499985,33.78706158,111.439,28.755,0.2524,1.68
2021-02-25,0.0007,263.014,120.9899979,32.61185926,111.439,28.755,0.2524,1.68
2021-02-26,0.0007,263.014,121.2600021,32.68463669,111.439,28.755,0.2524,1.68
2021-03-01,0.0007,264.877,127.7900009,34.44474418,111.439,28.755,0.2524,1.68
2021-03-02,0.0007,264.877,125.1200027,33.72506813,111.439,28.755,0.2524,1.68
2021-03-03,0.0007,264.877,122.0599976,32.90026888,111.439,28.755,0.2524,1.68
2021-03-04,0.0007,264.877,120.1299973,32.38005317,111.439,28.755,0.2524,1.68
2021-03-05,0.0007,264.877,121.4199982,32.72776231,111.439,28.755,0.2524,1.68
2021-03-08,0.0007,264.877,116.3600006,31.36388157,111.439,28.755,0.2524,1.68
2021-03-09,0.0007,264.877,121.0899963,32.63881303,111.439,28.755,0.2524,1.68
2021-03-10,0.0007,264.877,119.9800034,32.33962355,111.439,28.755,0.2524,1.68
2021-03-11,0.0007,264.877,121.9599991,32.87331512,111.439,28.755,0.2524,1.68
2021-03-12,0.0007,264.877,121.0299988,32.62264118,111.439,28.755,0.2524,1.68
2021-03-15,0.0007,264.877,123.9899979,33.4204846,111.439,28.755,0.2524,1.68
2021-03-16,0.0007,264.877,125.5699997,33.8463611,111.439,28.755,0.2524,1.68
2021-03-17,0.0007,264.877,124.7600021,33.62803292,111.439,28.755,0.2524,1.68
2021-03-18,0.0007,264.877,120.5299988,32.48787029,111.439,28.755,0.2524,1.68
2021-03-19,0.0007,264.877,119.9899979,32.34231748,111.439,28.755,0.2524,1.68
2021-03-22,0.0007,264.877,123.3899994,33.25875994,111.439,28.755,0.2524,1.68
2021-03-23,0.0007,264.877,122.5400009,33.02964984,111.439,28.755,0.2524,1.68
2021-03-24,0.0007,264.877,120.0899963,32.36927125,111.439,28.755,0.2524,1.68
2021-03-25,0.0007,264.877,120.5899963,32.50404214,111.439,28.755,0.2524,1.68
2021-03-26,0.0007,264.877,121.2099991,32.67115878,111.439,28.755,0.2524,1.68
2021-03-29,0.0007,264.877,121.3899994,32.71967639,111.439,28.755,0.2524,1.68
2021-03-30,0.0007,264.877,119.9000015,32.31805971,111.439,28.755,0.2524,1.68
2021-03-31,0.0006,264.877,122.1500015,27.32662227,89.584,23.63,0.2732,1.4
2021-04-01,0.0007,267.054,123.0,27.51677852,89.584,23.63,0.2732,1.4
2021-04-05,0.0007,267.054,125.9000015,28.16554844,89.584,23.63,0.2732,1.4
2021-04-06,0.0007,267.054,126.2099991,28.23489912,89.584,23.63,0.2732,1.4
2021-04-07,0.0007,267.054,127.9000015,28.61297573,89.584,23.63,0.2732,1.4
2021-04-08,0.0007,267.054,130.3600006,29.1633111,89.584,23.63,0.2732,1.4
2021-04-09,0.0007,267.054,133.0,29.75391499,89.584,23.63,0.2732,1.4
2021-04-12,0.0007,267.054,131.2400055,29.3601802,89.584,23.63,0.2732,1.4
2021-04-13,0.0007,267.054,134.4299927,30.07382386,89.584,23.63,0.2732,1.4
2021-04-14,0.0007,267.054,132.0299988,29.53691248,89.584,23.63,0.2732,1.4
2021-04-15,0.0007,267.054,134.5,30.08948546,89.584,23.63,0.2732,1.4
2021-04-16,0.0007,267.054,134.1600037,30.01342364,89.584,23.63,0.2732,1.4
2021-04-19,0.0007,267.054,134.8399963,30.16554728,89.584,23.63,0.2732,1.4
2021-04-20,0.0007,267.054,133.1100006,29.77852363,89.584,23.63,0.2732,1.4
2021-04-21,0.0007,267.054,133.5,29.86577181,89.584,23.63,0.2732,1.4
2021-04-22,0.0007,267.054,131.9400024,29.51677907,89.584,23.63,0.2732,1.4
2021-04-23,0.0007,267.054,134.3200073,30.04921864,89.584,23.63,0.2732,1.4
2021-04-26,0.0007,267.054,134.7200012,30.13870273,89.584,23.63,0.2732,1.4
2021-04-27,0.0007,267.054,134.3899994,30.06487682,89.584,23.63,0.2732,1.4
2021-04-28,0.0007,267.054,133.5800018,29.88366931,89.584,23.63,0.2732,1.4
2021-04-29,0.0006,267.054,133.4799957,29.86129658,89.584,23.63,0.2732,1.4
2021-04-30,0.0005,267.054,131.4600067,29.40939748,89.584,23.63,0.2732,1.4
2021-05-03,0.0006,269.195,132.5399933,29.65100521,89.584,23.63,0.2732,1.4
2021-05-04,0.0006,269.195,127.8499985,28.60178937,89.584,23.63,0.2732,1.4
2021-05-05,0.0006,269.195,128.1000061,28.65771949,89.584,23.63,0.2732,1.4
2021-05-06,0.0006,269.195,129.7400055,29.02460973,89.584,23.63,0.2732,1.4
2021-05-07,0.0006,269.195,130.2100067,29.12975542,89.584,23.63,0.2732,1.4
2021-05-10,0.0006,269.195,126.8499985,28.37807572,89.584,23.63,0.2732,1.4
2021-05-11,0.0006,269.195,125.9100037,28.16778605,89.584,23.63,0.2732,1.4
2021-05-12,0.0006,269.195,122.7699966,27.46532363,89.584,23.63,0.2732,1.4
2021-05-13,0.0006,269.195,124.9700012,27.95749468,89.584,23.63,0.2732,1.4
2021-05-14,0.0006,269.195,127.4499969,28.51230357,89.584,23.63,0.2732,1.4
2021-05-17,0.0006,269.195,126.2699966,28.2483214,89.584,23.63,0.2732,1.4
2021-05-18,0.0006,269.195,124.8499985,27.93064843,89.584,23.63,0.2732,1.4
2021-05-19,0.0006,269.195,124.6900024,27.89485513,89.584,23.63,0.2732,1.4
2021-05-20,0.0006,269.195,127.3099976,28.48098379,89.584,23.63,0.2732,1.4
2021-05-21,0.0006,269.195,125.4300003,28.06040275,89.584,23.63,0.2732,1.4
2021-05-24,0.0006,269.195,127.0999985,28.43400413,89.584,23.63,0.2732,1.4
2021-05-25,0.0006,269.195,126.9000015,28.38926209,89.584,23.63,0.2732,1.4
2021-05-26,0.0006,269.195,126.8499985,28.37807572,89.584,23.63,0.2732,1.4
2021-05-27,0.0006,269.195,125.2799988,28.02684536,89.584,23.63,0.2732,1.4
2021-05-28,0.0005,269.195,124.6100006,27.87695763,89.584,23.63,0.2732,1.4
2021-06-01,0.0006,271.696,124.2799988,27.80313172,89.584,23.63,0.2732,1.4
2021-06-02,0.0006,271.696,125.0599976,27.97762809,89.584,23.63,0.2732,1.4
2021-06-03,0.0006,271.696,123.5400009,27.6375841,89.584,23.63,0.2732,1.4
2021-06-04,0.0006,271.696,125.8899994,28.16331083,89.584,23.63,0.2732,1.4
2021-06-07,0.0006,271.696,125.9000015,28.16554844,89.584,23.63,0.2732,1.4
2021-06-08,0.0006,271.696,126.7399979,28.35346708,89.584,23.63,0.2732,1.4
2021-06-09,0.0006,271.696,127.1299973,28.44071527,89.584,23.63,0.2732,1.4
2021-06-10,0.0006,271.696,126.1100006,28.2125281,89.584,23.63,0.2732,1.4
2021-06-11,0.0006,271.696,127.3499985,28.48993254,89.584,23.63,0.2732,1.4
2021-06-14,0.0006,271.696,130.4799957,29.19015564,89.584,23.63,0.2732,1.4
2021-06-15,0.0006,271.696,129.6399994,29.002237,89.584,23.63,0.2732,1.4
2021-06-16,0.0006,271.696,130.1499939,29.11632973,89.584,23.63,0.2732,1.4
2021-06-17,0.001,271.696,131.7899933,29.48321997,89.584,23.63,0.2732,1.4
2021-06-18,0.001,271.696,130.4600067,29.18568383,89.584,23.63,0.2732,1.4
2021-06-21,0.001,271.696,132.3000031,29.59731612,89.584,23.63,0.2732,1.4
2021-06-22,0.001,271.696,133.9799957,29.97315341,89.584,23.63,0.2732,1.4
2021-06-23,0.001,271.696,133.6999969,29.91051386,89.584,23.63,0.2732,1.4
2021-06-24,0.001,271.696,133.4100037,29.8456384,89.584,23.63,0.2732,1.4
2021-06-25,0.001,271.696,133.1100006,29.77852363,89.584,23.63,0.2732,1.4
2021-06-28,0.001,271.696,134.7799988,30.15212501,89.584,23.63,0.2732,1.4
2021-06-29,0.001,271.696,136.3300018,30.49888184,89.584,23.63,0.2732,1.4
2021-06-30,0.0008,271.696,136.9600067,26.75000131,81.434,21.744,0.2879,1.3
2021-07-01,0.001,273.003,137.2700043,26.81054771,81.434,21.744,0.2879,1.3
2021-07-02,0.001,273.003,139.9600067,27.33593881,81.434,21.744,0.2879,1.3
2021-07-06,0.001,273.003,142.0200043,27.73828208,81.434,21.744,0.2879,1.3
2021-07-07,0.001,273.003,144.5700073,28.23632956,81.434,21.744,0.2879,1.3
2021-07-08,0.001,273.003,143.2400055,27.97656357,81.434,21.744,0.2879,1.3
2021-07-09,0.001,273.003,145.1100006,28.34179699,81.434,21.744,0.2879,1.3
2021-07-12,0.001,273.003,144.5,28.22265625,81.434,21.744,0.2879,1.3
2021-07-13,0.001,273.003,145.6399994,28.44531238,81.434,21.744,0.2879,1.3
2021-07-14,0.001,273.003,149.1499939,29.13085818,81.434,21.744,0.2879,1.3
2021-07-15,0.001,273.003,148.4799957,28.99999917,81.434,21.744,0.2879,1.3
2021-07-16,0.001,273.003,146.3899994,28.59179676,81.434,21.744,0.2879,1.3
2021-07-19,0.001,273.003,142.4499969,27.82226503,81.434,21.744,0.2879,1.3
2021-07-20,0.001,273.003,146.1499939,28.54492068,81.434,21.744,0.2879,1.3
2021-07-21,0.001,273.003,145.3999939,28.39843631,81.434,21.744,0.2879,1.3
2021-07-22,0.001,273.003,146.8000031,28.6718756,81.434,21.744,0.2879,1.3
2021-07-23,0.001,273.003,148.5599976,29.01562452,81.434,21.744,0.2879,1.3
2021-07-26,0.001,273.003,148.9900055,29.09961045,81.434,21.744,0.2879,1.3
2021-07-27,0.001,273.003,146.7700043,28.66601646,81.434,21.744,0.2879,1.3
2021-07-28,0.001,273.003,144.9799957,28.31640542,81.434,21.744,0.2879,1.3
2021-07-29,0.001,273.003,145.6399994,28.44531238,81.434,21.744,0.2879,1.3
2021-07-30,0.0007,273.003,145.8600006,28.48828137,81.434,21.744,0.2879,1.3
2021-08-02,0.001,273.567,145.5200043,28.42187583,81.434,21.744,0.2879,1.3
2021-08-03,0.001,273.567,147.3600006,28.78125012,81.434,21.744,0.2879,1.3
2021-08-04,0.001,273.567,146.9499969,28.70117128,81.434,21.744,0.2879,1.3
2021-08-05,0.001,273.567,147.0599976,28.72265577,81.434,21.744,0.2879,1.3
2021-08-06,0.001,273.567,146.1399994,28.54296863,81.434,21.744,0.2879,1.3
2021-08-09,0.001,273.567,146.0899963,28.53320241,81.434,21.744,0.2879,1.3
2021-08-10,0.001,273.567,145.6000061,28.43750119,81.434,21.744,0.2879,1.3
2021-08-11,0.001,273.567,145.8600006,28.48828137,81.434,21.744,0.2879,1.3
2021-08-12,0.001,273.567,148.8899994,29.08007801,81.434,21.744,0.2879,1.3
2021-08-13,0.001,273.567,149.1000061,29.12109494,81.434,21.744,0.2879,1.3
2021-08-16,0.001,273.567,151.1199951,29.51562405,81.434,21.744,0.2879,1.3
2021-08-17,0.001,273.567,150.1900024,29.33398485,81.434,21.744,0.2879,1.3
2021-08-18,0.0009,273.567,146.3600006,28.58593762,81.434,21.744,0.2879,1.3
2021-08-19,0.0009,273.567,146.6999969,28.65234315,81.434,21.744,0.2879,1.3
2021-08-20,0.0009,273.567,148.1900024,28.94335985,81.434,21.744,0.2879,1.3
2021-08-23,0.0009,273.567,149.7100067,29.24023569,81.434,21.744,0.2879,1.3
2021-08-24,0.0009,273.567,149.6199951,29.2226553,81.434,21.744,0.2879,1.3
2021-08-25,0.0009,273.567,148.3600006,28.97656262,81.434,21.744,0.2879,1.3
2021-08-26,0.0009,273.567,147.5399933,28.81640494,81.434,21.744,0.2879,1.3
2021-08-27,0.0008,273.567,148.6000061,29.02343869,81.434,21.744,0.2879,1.3
2021-08-30,0.0008,273.567,153.1199951,29.90624905,81.434,21.744,0.2879,1.3
2021-08-31,0.0006,273.567,151.8300018,29.65429723,81.434,21.744,0.2879,1.3
2021-09-01,0.0008,274.31,152.5099945,29.7871083,81.434,21.744,0.2879,1.3
2021-09-02,0.0008,274.31,153.6499939,30.00976443,81.434,21.744,0.2879,1.3
2021-09-03,0.0008,274.31,154.3000031,30.13671935,81.434,21.744,0.2879,1.3
2021-09-07,0.0008,274.31,156.6900024,30.6035161,81.434,21.744,0.2879,1.3
2021-09-08,0.0008,274.31,155.1100006,30.29492199,81.434,21.744,0.2879,1.3
2021-09-09,0.0008,274.31,154.0700073,30.09179831,81.434,21.744,0.2879,1.3
2021-09-10,0.0008,274.31,148.9700012,29.09570336,81.434,21.744,0.2879,1.3
2021-09-13,0.0008,274.31,149.5500031,29.20898497,81.434,21.744,0.2879,1.3
2021-09-14,0.0008,274.31,148.1199951,28.92968655,81.434,21.744,0.2879,1.3
2021-09-15,0.0008,274.31,149.0299988,29.10742164,81.434,21.744,0.2879,1.3
2021-09-16,0.0008,274.31,148.7899933,29.06054556,81.434,21.744,0.2879,1.3
2021-09-17,0.0008,274.31,146.0599976,28.52734327,81.434,21.744,0.2879,1.3
2021-09-20,0.0008,274.31,142.9400024,27.91796923,81.434,21.744,0.2879,1.3
2021-09-21,0.0008,274.31,143.4299927,28.01367044,81.434,21.744,0.2879,1.3
2021-09-22,0.0008,274.31,145.8500061,28.48632932,81.434,21.744,0.2879,1.3
2021-09-23,0.0008,274.31,146.8300018,28.67773473,81.434,21.744,0.2879,1.3
2021-09-24,0.0008,274.31,146.9199982,28.69531214,81.434,21.744,0.2879,1.3
2021-09-27,0.0008,274.31,145.3699951,28.39257717,81.434,21.744,0.2879,1.3
2021-09-28,0.0008,274.31,141.9100037,27.71679759,81.434,21.744,0.2879,1.3
2021-09-29,0.0008,274.31,142.8300018,27.89648473,81.434,21.744,0.2879,1.3
2021-09-30,0.0006,274.31,141.5,25.2228164,83.36,20.551,0.2978,1.23
2021-10-01,0.0008,276.589,142.6499939,25.4278064,83.36,20.551,0.2978,1.23
2021-10-04,0.0008,276.589,139.1399994,24.80213893,83.36,20.551,0.2978,1.23
2021-10-05,0.0008,276.589,141.1100006,25.15329779,83.36,20.551,0.2978,1.23
2021-10-06,0.0008,276.589,142.0,25.31194296,83.36,20.551,0.2978,1.23
2021-10-07,0.0008,276.589,143.2899933,25.54188829,83.36,20.551,0.2978,1.23
2021-10-08,0.0008,276.589,142.8999939,25.47236968,83.36,20.551,0.2978,1.23
2021-10-11,0.0008,276.589,142.8099976,25.45632755,83.36,20.551,0.2978,1.23
2021-10-12,0.0008,276.589,141.5099945,25.22459795,83.36,20.551,0.2978,1.23
2021-10-13,0.0008,276.589,140.9100037,25.11764771,83.36,20.551,0.2978,1.23
2021-10-14,0.0008,276.589,143.7599945,25.62566747,83.36,20.551,0.2978,1.23
2021-10-15,0.0008,276.589,144.8399963,25.81818117,83.36,20.551,0.2978,1.23
2021-10-18,0.0008,276.589,146.5500031,26.1229952,83.36,20.551,0.2978,1.23
2021-10-19,0.0008,276.589,148.7599945,26.51693307,83.36,20.551,0.2978,1.23
2021-10-20,0.0008,276.589,149.2599945,26.60605963,83.36,20.551,0.2978,1.23
2021-10-21,0.0008,276.589,149.4799957,26.64527553,83.36,20.551,0.2978,1.23
2021-10-22,0.0008,276.589,148.6900024,26.50445676,83.36,20.551,0.2978,1.23
2021-10-25,0.0008,276.589,148.6399994,26.49554356,83.36,20.551,0.2978,1.23
2021-10-26,0.0008,276.589,149.3200073,26.6167571,83.36,20.551,0.2978,1.23
2021-10-27,0.0008,276.589,148.8500061,26.53297792,83.36,20.551,0.2978,1.23
2021-10-28,0.0008,276.589,152.5700073,27.19607974,83.36,20.551,0.2978,1.23
2021-10-29,0.0007,276.589,149.8000031,26.70231783,83.36,20.551,0.2978,1.23
2021-11-01,0.0008,277.948,148.9600067,26.55258587,83.36,20.551,0.2978,1.23
2021-11-02,0.0008,277.948,150.0200043,26.74153374,83.36,20.551,0.2978,1.23
2021-11-03,0.0008,277.948,151.4900055,27.00356604,83.36,20.551,0.2978,1.23
2021-11-04,0.0008,277.948,150.9600067,26.90909211,83.36,20.551,0.2978,1.23
2021-11-05,0.0008,277.948,151.2799988,26.96613169,83.36,20.551,0.2978,1.23
2021-11-08,0.0008,277.948,150.4400024,26.81639972,83.36,20.551,0.2978,1.23
2021-11-09,0.0008,277.948,150.8099976,26.88235251,83.36,20.551,0.2978,1.23
2021-11-10,0.0008,277.948,147.9199982,26.3672011,83.36,20.551,0.2978,1.23
2021-11-11,0.0008,277.948,147.8699951,26.3582879,83.36,20.551,0.2978,1.23
2021-11-12,0.0008,277.948,149.9900055,26.73618636,83.36,20.551,0.2978,1.23
2021-11-15,0.0008,277.948,150.0,26.73796791,83.36,20.551,0.2978,1.23
2021-11-16,0.0008,277.948,151.0,26.91622103,83.36,20.551,0.2978,1.23
2021-11-17,0.0008,277.948,153.4900055,27.36007228,83.36,20.551,0.2978,1.23
2021-11-18,0.0008,277.948,157.8699951,28.14081909,83.36,20.551,0.2978,1.23
2021-11-19,0.0008,277.948,160.5500031,28.61853887,83.36,20.551,0.2978,1.23
2021-11-22,0.0008,277.948,161.0200043,28.70231805,83.36,20.551,0.2978,1.23
2021-11-23,0.0008,277.948,161.4100037,28.77183666,83.36,20.551,0.2978,1.23
2021-11-24,0.0008,277.948,161.9400024,28.8663106,83.36,20.551,0.2978,1.23
2021-11-26,0.0008,277.948,156.8099976,27.95187122,83.36,20.551,0.2978,1.23
2021-11-29,0.0008,277.948,160.2400055,28.56328084,83.36,20.551,0.2978,1.23
2021-11-30,0.0007,277.948,165.3000031,29.46524119,83.36,20.551,0.2978,1.23
2021-12-01,0.0008,278.802,164.7700043,29.37076725,83.36,20.551,0.2978,1.23
2021-12-02,0.0008,278.802,163.7599945,29.19072986,83.36,20.551,0.2978,1.23
2021-12-03,0.0008,278.802,161.8399963,28.8484842,83.36,20.551,0.2978,1.23
2021-12-06,0.0008,278.802,165.3200073,29.46880701,83.36,20.551,0.2978,1.23
2021-12-07,0.0008,278.802,171.1799927,30.51336768,83.36,20.551,0.2978,1.23
2021-12-08,0.0008,278.802,175.0800018,31.20855648,83.36,20.551,0.2978,1.23
2021-12-09,0.0008,278.802,174.5599976,31.11586409,83.36,20.551,0.2978,1.23
2021-12-10,0.0008,278.802,179.4499969,31.98752174,83.36,20.551,0.2978,1.23
2021-12-13,0.0008,278.802,175.7400055,31.32620419,83.36,20.551,0.2978,1.23
2021-12-14,0.0008,278.802,174.3300018,31.07486664,83.36,20.551,0.2978,1.23
2021-12-15,0.0008,278.802,179.3000031,31.96078486,83.36,20.551,0.2978,1.23
2021-12-16,0.0008,278.802,172.2599945,30.70588137,83.36,20.551,0.2978,1.23
2021-12-17,0.0008,278.802,171.1399994,30.50623875,83.36,20.551,0.2978,1.23
2021-12-20,0.0008,278.802,169.75,30.25846702,83.36,20.551,0.2978,1.23
2021-12-21,0.0008,278.802,172.9900055,30.83600811,83.36,20.551,0.2978,1.23
2021-12-22,0.0008,278.802,175.6399994,31.30837779,83.36,20.551,0.2978,1.23
2021-12-23,0.0008,278.802,176.2799988,31.42245968,83.36,20.551,0.2978,1.23
2021-12-27,0.0008,278.802,180.3300018,32.14438535,83.36,20.551,0.2978,1.23
2021-12-28,0.0008,278.802,179.2899933,31.95900059,83.36,20.551,0.2978,1.23
2021-12-29,0.0008,278.802,179.3800049,31.97504543,83.36,20.551,0.2978,1.23
2021-12-30,0.0008,278.802,178.1999969,31.76470534,83.36,20.551,0.2978,1.23
2021-12-31,0.0007,278.802,177.5700073,29.44776241,123.945,34.63,0.309,2.1
2022-01-03,0.0008,281.148,182.0099945,30.18407869,123.945,34.63,0.309,2.1
2022-01-04,0.0008,281.148,179.6999969,29.80099452,123.945,34.63,0.309,2.1
2022-01-05,0.0008,281.148,174.9199982,29.00829157,123.945,34.63,0.309,2.1
2022-01-06,0.0008,281.148,172.0,28.52404643,123.945,34.63,0.309,2.1
2022-01-07,0.0008,281.148,172.1699982,28.5522385,123.945,34.63,0.309,2.1
2022-01-10,0.0008,281.148,172.1900024,28.55555596,123.945,34.63,0.309,2.1
2022-01-11,0.0008,281.148,175.0800018,29.03482617,123.945,34.63,0.309,2.1
2022-01-12,0.0008,281.148,175.5299988,29.10945253,123.945,34.63,0.309,2.1
2022-01-13,0.0008,281.148,172.1900024,28.55555596,123.945,34.63,0.309,2.1
2022-01-14,0.0008,281.148,173.0700073,28.70149375,123.945,34.63,0.309,2.1
2022-01-18,0.0008,281.148,169.8000031,28.15920449,123.945,34.63,0.309,2.1
2022-01-19,0.0008,281.148,166.2299957,27.56716347,123.945,34.63,0.309,2.1
2022-01-20,0.0008,281.148,164.5099945,27.2819228,123.945,34.63,0.309,2.1
2022-01-21,0.0008,281.148,162.4100037,26.93366562,123.945,34.63,0.309,2.1
2022-01-24,0.0008,281.148,161.6199951,26.80265259,123.945,34.63,0.309,2.1
2022-01-25,0.0008,281.148,159.7799988,26.49751224,123.945,34.63,0.309,2.1
2022-01-26,0.0008,281.148,159.6900024,26.48258747,123.945,34.63,0.309,2.1
2022-01-27,0.0008,281.148,159.2200012,26.40464365,123.945,34.63,0.309,2.1
2022-01-28,0.0008,281.148,170.3300018,28.24709815,123.945,34.63,0.309,2.1
2022-01-31,0.0008,281.148,174.7799988,28.98507442,123.945,34.63,0.309,2.1
2022-02-01,0.0008,283.716,174.6100006,28.95688236,123.945,34.63,0.309,2.1
2022-02-02,0.0008,283.716,175.8399963,29.16086175,123.945,34.63,0.309,2.1
2022-02-03,0.0008,283.716,172.8999939,28.67329915,123.945,34.63,0.309,2.1
2022-02-04,0.0008,283.716,172.3899994,28.58872295,123.945,34.63,0.309,2.1
2022-02-07,0.0008,283.716,171.6600037,28.4676623,123.945,34.63,0.309,2.1
2022-02-08,0.0008,283.716,174.8300018,28.9933668,123.945,34.63,0.309,2.1
2022-02-09,0.0008,283.716,176.2799988,29.23383064,123.945,34.63,0.309,2.1
2022-02-10,0.0008,283.716,172.1199951,28.54394612,123.945,34.63,0.309,2.1
2022-02-11,0.0008,283.716,168.6399994,27.9668324,123.945,34.63,0.309,2.1
2022-02-14,0.0008,283.716,168.8800049,28.00663431,123.945,34.63,0.309,2.1
2022-02-15,0.0008,283.716,172.7899933,28.65505693,123.945,34.63,0.309,2.1
2022-02-16,0.0008,283.716,172.5500031,28.61525755,123.945,34.63,0.309,2.1
2022-02-17,0.0008,283.716,168.8800049,28.00663431,123.945,34.63,0.309,2.1
2022-02-18,0.0008,283.716,167.3000031,27.74461079,123.945,34.63,0.309,2.1
2022-02-22,0.0008,283.716,164.3200073,27.25041581,123.945,34.63,0.309,2.1
2022-02-23,0.0008,283.716,160.0700073,26.54560652,123.945,34.63,0.309,2.1
